artist,date,genre,pixelsx,pixelsy,size_bytes,source,style,title,artist_group,in_train,new_filename
Marc Chagall,1966,religious painting,1690.0,1403.0,339618.0,wikiart,Surrealism,Exodus,train_and_test,False,77819.jpg
Marc Chagall,1917,genre painting,1548.0,1527.0,318033.0,wikiart,Cubism,The painter to the moon,train_and_test,False,101621.jpg
Marc Chagall,1963,religious painting,1121.0,2105.0,273954.0,wikiart,Naïve Art (Primitivism),King David,train_and_test,True,10696.jpg
Marc Chagall,1911,nude painting (nu),1834.0,1283.0,417342.0,wikiart,Cubism,Reclining Nude,train_and_test,True,41244.jpg
Marc Chagall,1933,genre painting,1837.0,1280.0,306974.0,wikiart,Naïve Art (Primitivism),Solitude,train_and_test,False,4825.jpg
Marc Chagall,1924,genre painting,1118.0,2098.0,328095.0,wikiart,Cubism,The Green Violinist,train_and_test,True,7584.jpg
Marc Chagall,1963,religious painting,1118.0,2089.0,432419.0,wikiart,Naïve Art (Primitivism),Bathsheba,train_and_test,True,89205.jpg
Marc Chagall,1927,symbolic painting,1665.0,1397.0,375490.0,wikiart,Surrealism,The dream (The rabbit),train_and_test,True,76689.jpg
Marc Chagall,1979,genre painting,1697.0,1365.0,375378.0,wikiart,Naïve Art (Primitivism),Musicians,train_and_test,False,49176.jpg
Marc Chagall,1954,cityscape,1830.0,1263.0,378627.0,wikiart,Surrealism,Bridges over the Seine,train_and_test,True,5697.jpg
Marc Chagall,1929,cityscape,1684.0,1353.0,363392.0,wikiart,Naïve Art (Primitivism),Russian village,train_and_test,True,77641.jpg
Martiros Saryan,1940,landscape,2134.0,1036.0,977985.0,wikiart,Expressionism,Rain in Early May,train_and_test,True,85082.jpg
Marc Chagall,1981,genre painting,1162.0,1896.0,428299.0,wikiart,Surrealism,Peasants by the well,train_and_test,True,3454.jpg
Marc Chagall,1977,genre painting,1154.0,1902.0,460651.0,wikiart,Naïve Art (Primitivism),Fiancee with bouquet,train_and_test,True,56808.jpg
John Singer Sargent,1902,portrait,1173.0,1816.0,528441.0,wikiart,Realism,Alice Wernher born Alice Sedgwick Mankiewicz,train_and_test,True,2543.jpg
John Singer Sargent,1885,portrait,1053.0,2002.0,524897.0,wikiart,Realism,Madame Paul Poirson,train_and_test,True,101463.jpg
Marc Chagall,1977,mythological painting,1681.0,1202.0,297057.0,wikiart,Surrealism,The Myth of Orpheus,train_and_test,True,32117.jpg
Marc Chagall,1942,design,1686.0,1184.0,257988.0,wikiart,Surrealism,"The Carnival, scene II of the Ballet ""Aleko""",train_and_test,True,33267.jpg
Marc Chagall,1907,portrait,1539.0,1295.0,301227.0,wikiart,Expressionism,Young Girl on a Sofa (Mariaska),train_and_test,True,33120.jpg
Marc Chagall,1942,design,1659.0,1194.0,260867.0,wikiart,Surrealism,"Finale of the Ballet ""Aleko""",train_and_test,True,56440.jpg
Marc Chagall,1957,symbolic painting,1827.0,1084.0,325678.0,wikiart,Naïve Art (Primitivism),The Concert,train_and_test,False,15556.jpg
Marc Chagall,1912,genre painting,1841.0,1067.0,321329.0,wikiart,Cubism,Birth,train_and_test,True,37683.jpg
Paul Gauguin,1892,mythological painting,1800.0,1082.0,1638911.0,wikiart,Cloisonnism,The Royal End,train_and_test,True,101871.jpg
John Singer Sargent,1910,genre painting,1219.0,1548.0,701865.0,wikiart,Impressionism,"Girls Gathering Blossoms, Valdemosa, Majorca",train_and_test,False,25295.jpg
Marc Chagall,1911,genre painting,1834.0,1019.0,342707.0,wikiart,Expressionism,Interior II,train_and_test,False,2437.jpg
Marc Chagall,c.1947,genre painting,1154.0,1600.0,390315.0,wikiart,Surrealism,Bouquet with flying lovers,train_and_test,True,16127.jpg
Marc Chagall,1937,history painting,1834.0,964.0,308746.0,wikiart,Surrealism,The Revolution,train_and_test,True,46938.jpg
John Singer Sargent,1925,portrait,1134.0,1545.0,547199.0,wikiart,Realism,Portrait of Lady Michaelis,train_and_test,True,61409.jpg
Marc Chagall,1963,symbolic painting,1020.0,1690.0,365366.0,wikiart,Naïve Art (Primitivism),Music,train_and_test,True,68025.jpg
Paul Gauguin,1903,genre painting,1600.0,1067.0,307130.0,wikiart,Post-Impressionism,Women and white horse,train_and_test,True,76989.jpg
Marc Chagall,1962,genre painting,1011.0,1677.0,471794.0,wikiart,Naïve Art (Primitivism),Dance,train_and_test,True,33898.jpg
Martiros Saryan,1958,landscape,1550.0,1086.0,374057.0,wikiart,Symbolism,Ararat and arch Charents,train_and_test,True,42099.jpg
Paul Gauguin,1892,portrait,1096.0,1476.0,467406.0,wikiart,Post-Impressionism,Two sisters,train_and_test,False,89439.jpg
Marc Chagall,1912,genre painting,1820.0,882.0,208898.0,wikiart,Cubism,The Cattle Dealer,train_and_test,False,38708.jpg
John Singer Sargent,1907,landscape,1290.0,1240.0,354774.0,wikiart,Realism,"Val D'Aosta, Purtud",train_and_test,True,80632.jpg
John Singer Sargent,1917,portrait,947.0,1600.0,491798.0,wikiart,Realism,Portrait of Charles Martin Loeffler,train_and_test,True,63538.jpg
Paul Gauguin,1885,landscape,1226.0,1229.0,342373.0,wikiart,Impressionism,"Bathing, Dieppe",train_and_test,True,64788.jpg
Paul Gauguin,1893,landscape,1092.0,1379.0,440530.0,wikiart,Post-Impressionism,Among the lillies,train_and_test,False,31396.jpg
Martiros Saryan,1958,landscape,1219.0,1200.0,766555.0,wikiart,Expressionism,Orange Rocks,train_and_test,True,59581.jpg
Martiros Saryan,1937,landscape,1454.0,1000.0,432262.0,wikiart,Socialist Realism,"Worker's Settlement and Concrete Plant, Davalu, Ararat Region",train_and_test,True,66960.jpg
John Singer Sargent,1909,genre painting,1296.0,1085.0,502916.0,wikiart,Impressionism,Albanian Olive Pickers,train_and_test,True,36906.jpg
Martiros Saryan,1960,landscape,1384.0,1000.0,373133.0,wikiart,Expressionism,Scene from the Train Window,train_and_test,True,79309.jpg
Martiros Saryan,1960,landscape,1372.0,1000.0,408294.0,wikiart,Expressionism,Scene from the Train Window,train_and_test,True,29123.jpg
Martiros Saryan,1949,landscape,1312.0,1042.0,340494.0,wikiart,Realism,View of the Gorge from the Pushkin Pass,train_and_test,True,12164.jpg
John Singer Sargent,1913,cityscape,1311.0,1041.0,356588.0,wikiart,Impressionism,San Vigilio. A Boat with Golden Sail,train_and_test,True,74587.jpg
John Singer Sargent,c.1882,genre painting,1019.0,1328.0,96542.0,wikiart,Impressionism,Stringing Onions,train_and_test,False,70240.jpg
John Singer Sargent,c.1885,interior,1055.0,1274.0,294636.0,wikiart,Realism,My Dining Room,train_and_test,True,23435.jpg
John Singer Sargent,1912,genre painting,1277.0,1046.0,409663.0,wikiart,Impressionism,The Pink Dress,train_and_test,True,50121.jpg
Martiros Saryan,1964,sketch and study,1332.0,1002.0,137372.0,wikiart,Fauvism,"Ararat, a study for 'Armenia'",train_and_test,True,30765.jpg
John Singer Sargent,1886,genre painting,1081.0,1233.0,357984.0,wikiart,Impressionism,"Carnation, Lily, Lily, Rose, from 'The World's Greatest Paintings' published by Oldham's Press in 1920 ",train_and_test,False,94727.jpg
John Singer Sargent,1910,genre painting,1288.0,1033.0,391197.0,wikiart,Impressionism,Princess Nouronihar,train_and_test,True,98638.jpg
John Singer Sargent,1910,cityscape,1129.0,1173.0,364514.0,wikiart,Impressionism,Florence. Torre Galli,train_and_test,True,28461.jpg
John Singer Sargent,1908,genre painting,1152.0,1149.0,579865.0,wikipedia,Impressionism,The Hermit,train_and_test,False,94308.jpg
John Singer Sargent,c.1911,portrait,1288.0,1019.0,380960.0,wikiart,Impressionism,Reconnoitering,train_and_test,False,14005.jpg
Marc Chagall,1958,sketch and study,1280.0,1024.0,301967.0,wikiart,Surrealism,"Study to ""Song of Songs IV""",train_and_test,True,58280.jpg
John Singer Sargent,c.1909,landscape,1282.0,1022.0,478989.0,wikiart,Impressionism,Moraine,train_and_test,True,49811.jpg
John Singer Sargent,1911,genre painting,1296.0,1006.0,606431.0,wikipedia,Impressionism,Bringing Down Marble from the Quarries in Carrara,train_and_test,True,24326.jpg
John Singer Sargent,c.1912,portrait,1296.0,1003.0,386051.0,wikiart,Impressionism,Gypsy Encampment,train_and_test,True,48518.jpg
Martiros Saryan,1948,landscape,1291.0,1000.0,532498.0,wikiart,Expressionism,Kirovakan Village,train_and_test,True,13685.jpg
John Singer Sargent,c.1908,landscape,1293.0,998.0,401035.0,wikiart,Impressionism,The Olive Grove,train_and_test,False,87764.jpg
John Singer Sargent,c.1910,animal painting,1288.0,1000.0,429871.0,wikiart,Impressionism,Oxen Resting,train_and_test,True,22172.jpg
Paul Gauguin,c.1893,literary painting,854.0,1508.0,238752.0,wikiart,Post-Impressionism,Noa Noa Suite: Delightful Land,train_and_test,False,91042.jpg
Paul Gauguin,1888,genre painting,1280.0,1006.0,805880.0,wikiart,Post-Impressionism,NIght Cafe in Arles (Madame Ginoux) ,train_and_test,True,20258.jpg
John Singer Sargent,c.1909,landscape,1272.0,1012.0,521959.0,wikiart,Impressionism,Brenva Glacier,train_and_test,True,51712.jpg
John Singer Sargent,1910,cityscape,995.0,1293.0,432310.0,wikiart,Impressionism,Statue of Daphne,train_and_test,True,3090.jpg
John Singer Sargent,c.1909,landscape,1285.0,994.0,383379.0,wikiart,Realism,Glacier Streams,train_and_test,True,20397.jpg
John Singer Sargent,c.1909,genre painting,1272.0,1004.0,347423.0,wikiart,Impressionism,Artist in the Simplon,train_and_test,True,51220.jpg
John Singer Sargent,1908,landscape,1269.0,999.0,447926.0,wikiart,Impressionism,Ilex Wood at Majorca with Blue Pigs,train_and_test,True,92763.jpg
John Singer Sargent,1911,landscape,1288.0,983.0,357813.0,wikiart,Impressionism,Simplon Pass Chalets,train_and_test,True,6794.jpg
John Singer Sargent,1888,genre painting,1067.0,1184.0,201893.0,wikipedia,Impressionism,Dennis Miller Bunker Painting at Calcot,train_and_test,True,6692.jpg
John Singer Sargent,c.1884,landscape,1272.0,993.0,308876.0,wikiart,Realism,Thistles,train_and_test,False,55823.jpg
John Singer Sargent,1908,marina,1311.0,956.0,431828.0,wikiart,Impressionism,Flotsam and Jetsam,train_and_test,True,44892.jpg
John Singer Sargent,1888,genre painting,1010.0,1239.0,349798.0,wikiart,Impressionism,By the River,train_and_test,True,36452.jpg
Paul Gauguin,1886,still life,1016.0,1226.0,318601.0,wikipedia,Post-Impressionism,Still Life with Profile of Laval,train_and_test,True,8448.jpg
John Singer Sargent,1905,portrait,923.0,1344.0,44260.0,wikiart,Realism,"Portrait of Mrs. Ernest G. Raphael, nee Florence Cecilia Sassoon",train_and_test,False,17359.jpg
John Singer Sargent,c.1889,genre painting,1138.0,1090.0,259121.0,wikiart,Impressionism,A boating party,train_and_test,True,54820.jpg
John Singer Sargent,1887,landscape,1004.0,1230.0,357847.0,wikiart,Realism,A Backwater at Wargrave,train_and_test,True,79490.jpg
Paul Gauguin,1885,animal painting,1237.0,997.0,307436.0,wikiart,Impressionism,Landscape with cows in an Orchard,train_and_test,True,95623.jpg
John Singer Sargent,1890,portrait,960.0,1284.0,200513.0,wikiart,Realism,Portrait of Katharine Chase Shapleigh ,train_and_test,False,971.jpg
John Singer Sargent,1914,landscape,1272.0,966.0,388108.0,wikiart,Impressionism,The Fence,train_and_test,True,51090.jpg
John Singer Sargent,c.1885,portrait,993.0,1236.0,191750.0,wikiart,Realism,Portrait of Ernse Ange Duez,train_and_test,True,102253.jpg
Paul Gauguin,1889,genre painting,1223.0,1003.0,348400.0,wikiart,Post-Impressionism,Willows ,train_and_test,False,80368.jpg
Paul Gauguin,1886,still life,1229.0,997.0,308844.0,wikiart,Post-Impressionism,Still life with white bowl,train_and_test,False,34118.jpg
John Singer Sargent,c.1884,portrait,981.0,1248.0,245622.0,wikiart,Realism,Portrait of Miss Dorothy Vickers,train_and_test,True,69510.jpg
John Singer Sargent,c.1910,landscape,1280.0,946.0,524296.0,wikiart,Impressionism,Reflections Rocks and Water,train_and_test,True,66612.jpg
John Singer Sargent,c.1886,portrait,988.0,1219.0,270109.0,wikiart,Realism,Sir Edmund Gosse,train_and_test,True,714.jpg
John Singer Sargent,c.1902,cityscape,928.0,1296.0,303150.0,wikiart,Impressionism,Statue of Perseus by Night,train_and_test,True,34840.jpg
Martiros Saryan,1961,sketch and study,1290.0,928.0,364591.0,wikiart,Expressionism,Mountains,train_and_test,True,44367.jpg
John Singer Sargent,c.1888,landscape,1279.0,935.0,321786.0,wikipedia,Impressionism,"Landscape with trees, Calcot-on-the-Thames",train_and_test,True,72283.jpg
John Singer Sargent,1909,landscape,1296.0,922.0,312539.0,wikiart,Realism,Olive Trees at Corfu,train_and_test,True,6624.jpg
John Singer Sargent,c.1911,cityscape,943.0,1261.0,215442.0,wikiart,Impressionism,Tyrolese Crucifix,train_and_test,True,26171.jpg
Martiros Saryan,1942,sketch and study,1311.0,907.0,295236.0,wikiart,Fauvism,Arzni,train_and_test,True,50010.jpg
Paul Gauguin,1881,genre painting,1215.0,978.0,260471.0,wikiart,Impressionism,Young Girl Dreaming (Study of a Child Asleep),train_and_test,True,4755.jpg
Paul Gauguin,1886,still life,1137.0,1044.0,254805.0,wikiart,Post-Impressionism,Still Life with Cherries,train_and_test,False,10752.jpg
John Singer Sargent,1896,portrait,990.0,1198.0,158111.0,wikiart,Realism,Countess Laura Spinola Nunez-del-Castillo,train_and_test,True,44164.jpg
John Singer Sargent,1884,genre painting,994.0,1190.0,257304.0,wikiart,Realism,The Breakfast Table ,train_and_test,True,64328.jpg
John Singer Sargent,c.1910,animal painting,1319.0,896.0,320886.0,wikiart,Impressionism,Oxen in Repose,train_and_test,True,77182.jpg
John Singer Sargent,1921,mythological painting,1024.0,1153.0,528073.0,wikiart,Neoclassicism,Chiron and Achilles,train_and_test,True,12636.jpg
John Singer Sargent,1908,marina,1311.0,899.0,359959.0,wikiart,Impressionism,"Shipping, Majorca",train_and_test,False,34662.jpg
John Singer Sargent,c.1907,genre painting,931.0,1261.0,208415.0,wikiart,Impressionism,In a Hayloft,train_and_test,True,52119.jpg
John Singer Sargent,1902,portrait,1083.0,1076.0,609766.0,wikiart,Realism,The Misses Hunter,train_and_test,False,53252.jpg
John Singer Sargent,c.1878,portrait,983.0,1184.0,266069.0,wikiart,Realism,Mary Turner Austin,train_and_test,True,80056.jpg
John Singer Sargent,1885,portrait,954.0,1217.0,244820.0,wikiart,Realism,Young Girl Wearing a White Muslin Blouse,train_and_test,False,75655.jpg
John Singer Sargent,c.1886,still life,976.0,1188.0,326192.0,wikiart,Impressionism,The Old Chair,train_and_test,True,52315.jpg
John Singer Sargent,1909,genre painting,1288.0,899.0,300634.0,wikiart,Impressionism,Woman Reading in a Cashmere Shawl,train_and_test,True,57249.jpg
Paul Gauguin,c.1892,nude painting (nu),1119.0,1034.0,315843.0,wikiart,Post-Impressionism,Tahitian pastoral,train_and_test,False,70669.jpg
Paul Gauguin,1882,portrait,1226.0,942.0,266109.0,wikiart,Impressionism,Aube the Sculptor and His Son,train_and_test,True,76478.jpg
Martiros Saryan,1953,landscape,1240.0,929.0,384161.0,wikiart,Realism,Sevan Lake,train_and_test,False,43435.jpg
Marc Chagall,1968,cityscape,1242.0,926.0,308350.0,wikiart,Naïve Art (Primitivism),Paris cityscape,train_and_test,True,49040.jpg
John Singer Sargent,c.1903,cityscape,1272.0,899.0,426806.0,wikiart,Impressionism,Scuola di San Rocco,train_and_test,True,87267.jpg
Martiros Saryan,1913,portrait,1279.0,894.0,316910.0,wikiart,Expressionism,Jewish Ladies in Persia,train_and_test,True,44405.jpg
John Singer Sargent,1912,genre painting,1200.0,950.0,240945.0,wikiart,Impressionism,Granada. The Weavers,train_and_test,False,51676.jpg
John Singer Sargent,c.1903,genre painting,954.0,1194.0,397479.0,wikiart,Impressionism,A Spanish Interior,train_and_test,False,101589.jpg
John Singer Sargent,c.1904,cityscape,1311.0,868.0,335805.0,wikiart,Impressionism,"Ponte San Giuseppe di Castello, Venice",train_and_test,True,1801.jpg
John Singer Sargent,c.1907,cityscape,945.0,1204.0,440131.0,wikiart,Impressionism,Doorway of a Venetian Palace,train_and_test,True,101639.jpg
Martiros Saryan,1954,landscape,1246.0,913.0,417798.0,wikiart,Post-Impressionism,Ashtarak in hazy day,train_and_test,True,52625.jpg
John Singer Sargent,c.1907,cityscape,879.0,1293.0,300055.0,wikiart,Impressionism,In a Medici Villa,train_and_test,True,62665.jpg
John Singer Sargent,c.1888,portrait,940.0,1209.0,330619.0,wikiart,Realism,Portrait of a Man (Probably Nicola D'Inverno),train_and_test,True,85170.jpg
John Singer Sargent,c.1879,sketch and study,950.0,1196.0,270947.0,wikiart,Realism,Study for The Spanish Dance,train_and_test,True,91958.jpg
John Singer Sargent,1905,genre painting,865.0,1313.0,171428.0,wikiart,Impressionism,Bedouin Mother ,train_and_test,True,67943.jpg
John Singer Sargent,1883,portrait,953.0,1187.0,79336.0,wikiart,Realism,Jacques Barenton,train_and_test,True,88471.jpg
John Singer Sargent,1882,cityscape,1155.0,979.0,351728.0,wikiart,Impressionism,Street in Venice,train_and_test,True,39014.jpg
John Singer Sargent,1887,genre painting,950.0,1187.0,236892.0,wikiart,Impressionism,Under the Willows,train_and_test,False,92878.jpg
John Singer Sargent,1913,genre painting,941.0,1196.0,522097.0,wikiart,Realism,Marble Quarries at Carrara,train_and_test,True,98417.jpg
John Singer Sargent,c.1882,portrait,930.0,1209.0,821165.0,wikiart,Realism,Madame Errazuriz (also known as The Lady in Black),train_and_test,True,80371.jpg
John Singer Sargent,c.1907,landscape,1272.0,883.0,445425.0,wikiart,Impressionism,Brook among Rocks,train_and_test,False,4859.jpg
John Singer Sargent,1882,portrait,883.0,1270.0,175080.0,wikiart,Realism,Venetian Onion Seller,train_and_test,True,14284.jpg
John Singer Sargent,c.1906,genre painting,1293.0,866.0,292563.0,wikiart,Impressionism,Hills of Galilee,train_and_test,False,45410.jpg
John Singer Sargent,1907,cityscape,1288.0,869.0,399851.0,wikiart,Impressionism,Behind the Salute,train_and_test,True,59238.jpg
John Singer Sargent,c.1925,sketch and study,888.0,1259.0,167842.0,wikiart,Impressionism,Woman with Collie,train_and_test,True,17457.jpg
John Singer Sargent,1900,portrait,1142.0,977.0,196952.0,wikipedia,Realism,The Sitwell Family,train_and_test,True,22147.jpg
John Singer Sargent,c.1879,portrait,956.0,1167.0,248283.0,wikiart,Realism,Carmela Bertagna,train_and_test,True,81257.jpg
John Singer Sargent,1910,cityscape,933.0,1194.0,478430.0,wikiart,Impressionism,Santa Maria del Carmelo and Scuola Grande dei Carmini ,train_and_test,True,81899.jpg
Paul Gauguin,1901,landscape,1128.0,981.0,253723.0,wikiart,Post-Impressionism,Landscape with three figures,train_and_test,False,94719.jpg
Paul Gauguin,1894,portrait,977.0,1122.0,304980.0,wikiart,Post-Impressionism,Tahitian Woman,train_and_test,True,71942.jpg
Martiros Saryan,1907,landscape,1210.0,905.0,464495.0,wikiart,Post-Impressionism,Blossoming Garden,train_and_test,True,70253.jpg
Paul Gauguin,1884,portrait,1106.0,988.0,331190.0,wikiart,Impressionism,Clovis Gauguin asleep,train_and_test,True,39430.jpg
Marc Chagall,1925,cityscape,1200.0,910.0,274074.0,wikiart,Naïve Art (Primitivism),Rooster Man Above Vitebsk,train_and_test,True,38765.jpg
Martiros Saryan,1947,interior,1231.0,884.0,499885.0,wikiart,Post-Impressionism,Balcony on the Estate of Marshal Ivan Bagramian,train_and_test,True,66617.jpg
Paul Gauguin,1886,genre painting,1138.0,956.0,370839.0,wikiart,Post-Impressionism,Bathing Place ,train_and_test,True,28086.jpg
Paul Gauguin,1879,landscape,1129.0,960.0,364469.0,wikiart,Impressionism,Garden under Snow,train_and_test,True,19555.jpg
Paul Gauguin,1884,cityscape,956.0,1129.0,306244.0,wikiart,Impressionism,Skaters in Fredericksberg park,train_and_test,True,68891.jpg
Paul Gauguin,1886,still life,1134.0,951.0,306312.0,wikiart,Post-Impressionism,Red hat,train_and_test,True,48311.jpg
Martiros Saryan,1968,still life,1200.0,897.0,464506.0,wikiart,Realism,The Gifts of Spring,train_and_test,True,53154.jpg
Paul Gauguin,1884,landscape,954.0,1128.0,332277.0,wikiart,Impressionism,Rouen suburb,train_and_test,True,102469.jpg
Paul Gauguin,1883,still life,1142.0,942.0,321582.0,wikipedia,Impressionism,Tomatoes and a pewter tankard on a table,train_and_test,True,45494.jpg
Paul Gauguin,c.1883,cityscape,1134.0,948.0,339863.0,wikiart,Impressionism,"Harbour Scene, Dieppe",train_and_test,False,18760.jpg
Paul Gauguin,1886,still life,1132.0,949.0,270343.0,wikiart,Post-Impressionism,Pots and Boquets,train_and_test,True,70523.jpg
Paul Gauguin,1888,landscape,1132.0,948.0,310364.0,wikiart,Post-Impressionism,Meadow at the banks of Aven,train_and_test,False,95633.jpg
Paul Gauguin,1880,still life,1133.0,947.0,383906.0,wikiart,Impressionism,To Make a Bouquet,train_and_test,True,39806.jpg
Paul Gauguin,1887,genre painting,1130.0,949.0,325909.0,wikiart,Post-Impressionism,At the pond,train_and_test,True,41423.jpg
Paul Gauguin,1889,still life,1118.0,959.0,259012.0,wikipedia,Post-Impressionism,The Ham,train_and_test,True,12013.jpg
Paul Gauguin,1884,still life,1132.0,944.0,276343.0,wikiart,Impressionism,The vase of peonies,train_and_test,True,68577.jpg
Paul Gauguin,1885,genre painting,1127.0,945.0,344941.0,wikiart,Impressionism,Watering place,train_and_test,True,48337.jpg
Paul Gauguin,c.1893,self-portrait,948.0,1122.0,273883.0,wikiart,Post-Impressionism,Self Portrait in a Hat,train_and_test,True,41821.jpg
Paul Gauguin,1886,still life,1137.0,935.0,462011.0,wikiart,Post-Impressionism,Fruit in a bowl,train_and_test,True,68935.jpg
Paul Gauguin,1888,marina,1135.0,936.0,304803.0,wikiart,Post-Impressionism,The wave,train_and_test,True,4640.jpg
Paul Gauguin,1884,landscape,1136.0,935.0,297044.0,wikiart,Impressionism,A Henhouse,train_and_test,True,70260.jpg
Paul Gauguin,1883,landscape,1132.0,935.0,374926.0,wikiart,Impressionism,Stream in Osny,train_and_test,True,21594.jpg
Paul Gauguin,1894,self-portrait,941.0,1123.0,302605.0,wikiart,Post-Impressionism,Self portrait with palette,train_and_test,True,8913.jpg
Paul Gauguin,1884,genre painting,945.0,1118.0,321192.0,wikiart,Impressionism,The artist's children,train_and_test,False,76987.jpg
Paul Gauguin,1882,landscape,1136.0,930.0,379828.0,wikiart,Impressionism,Quarries at Pontoise II,train_and_test,True,23598.jpg
Martiros Saryan,1922,landscape,1056.0,1000.0,449105.0,wikiart,Symbolism,Mount Aragats at summer,train_and_test,False,65238.jpg
Paul Gauguin,1884,cityscape,936.0,1126.0,368761.0,wikiart,Impressionism,Rouen at spring,train_and_test,True,92640.jpg
Paul Gauguin,1886,cityscape,1131.0,931.0,365202.0,wikiart,Post-Impressionism,Bordeaux Harbour,train_and_test,True,95737.jpg
Paul Gauguin,c.1884,landscape,933.0,1125.0,367241.0,wikiart,Impressionism,Abandoned garden in Rouen,train_and_test,True,42488.jpg
Paul Gauguin,1884,cityscape,935.0,1122.0,299458.0,wikiart,Impressionism,Notre Dame des Agnes,train_and_test,True,87526.jpg
Paul Gauguin,1885,portrait,1129.0,929.0,231431.0,wikiart,Impressionism,Portrait of Achille Granchi Taylor,train_and_test,True,55162.jpg
Paul Gauguin,1885,animal painting,1127.0,930.0,430480.0,wikiart,Impressionism,Watering place,train_and_test,False,44975.jpg
Paul Gauguin,c.1876,portrait,941.0,1113.0,235983.0,wikiart,Impressionism,Man with a Toque,train_and_test,True,54840.jpg
Paul Gauguin,1884,still life,941.0,1113.0,257432.0,wikiart,Impressionism,Bouquet,train_and_test,True,89652.jpg
Paul Gauguin,1884,landscape,936.0,1118.0,362512.0,wikiart,Impressionism,Normandy Landscape: Cow in a Meadow,train_and_test,True,98518.jpg
Paul Gauguin,1888,landscape,931.0,1124.0,254703.0,wikiart,Post-Impressionism,Fisherman and bathers on the Aven,train_and_test,False,29206.jpg
Paul Gauguin,1883,landscape,1129.0,926.0,255018.0,wikiart,Impressionism,Street in Osny,train_and_test,False,47029.jpg
Paul Gauguin,1876,still life,1131.0,924.0,184912.0,wikiart,Impressionism,Still life with red mullet and jug,train_and_test,False,43406.jpg
Paul Gauguin,1885,still life,1123.0,930.0,257203.0,wikiart,Impressionism,Still life of onions and pigeons and room interior in Copenhagen,train_and_test,True,21600.jpg
Paul Gauguin,1884,landscape,930.0,1122.0,306094.0,wikiart,Impressionism,Wooded path,train_and_test,False,41319.jpg
Martiros Saryan,1937,sketch and study,1203.0,867.0,661914.0,wikiart,Realism,Village at the foot of the mountain,train_and_test,True,29571.jpg
Paul Gauguin,1886,portrait,927.0,1125.0,253661.0,wikiart,Post-Impressionism,The boss's daughter,train_and_test,True,96375.jpg
Paul Gauguin,1885,landscape,1130.0,922.0,289781.0,wikiart,Impressionism,Haymaking near Dieppe,train_and_test,True,22889.jpg
Paul Gauguin,1881,cityscape,927.0,1123.0,300359.0,wikiart,Impressionism,"Pissarro's Garden, Pontoise",train_and_test,True,82100.jpg
Paul Gauguin,1882,landscape,927.0,1123.0,305094.0,wikiart,Impressionism,Gratte roosters path,train_and_test,True,70309.jpg
Paul Gauguin,1888,genre painting,925.0,1125.0,288010.0,wikiart,Post-Impressionism,The clog-maker,train_and_test,True,82603.jpg
Paul Gauguin,1884,portrait,922.0,1127.0,287129.0,wikiart,Impressionism,Mette Gauguin in an Evening Dress,train_and_test,True,13999.jpg
Paul Gauguin,1885,landscape,925.0,1123.0,328381.0,wikiart,Impressionism,"By the Stream, Autumn",train_and_test,False,30387.jpg
Paul Gauguin,1885,landscape,925.0,1123.0,305321.0,wikiart,Impressionism,White house,train_and_test,True,50126.jpg
Paul Gauguin,1884,genre painting,923.0,1125.0,389740.0,wikiart,Impressionism,Young woman lying in a grass,train_and_test,True,88474.jpg
Paul Gauguin,1888,self-portrait,922.0,1124.0,389734.0,wikiart,Post-Impressionism,Self portrait at Lezaven,train_and_test,True,92930.jpg
Paul Gauguin,1890,portrait,931.0,1113.0,231135.0,wikiart,Post-Impressionism,Portrait of woman against the Cezanne's still life with apples,train_and_test,False,19245.jpg
Paul Gauguin,1877,portrait,922.0,1121.0,191859.0,wikiart,Impressionism,Portrait of Claude Antoine Charles Favre,train_and_test,True,39714.jpg
Paul Gauguin,1885,landscape,1121.0,922.0,412797.0,wikiart,Impressionism,"Oestervold Park, Copenhagen",train_and_test,True,61008.jpg
Paul Gauguin,c.1891,portrait,913.0,1132.0,268684.0,wikiart,Post-Impressionism,Tahitian woman with flower in her hair,train_and_test,False,95445.jpg
Paul Gauguin,1902,still life,1128.0,916.0,213504.0,wikiart,Post-Impressionism,Still Life with Parrots ,train_and_test,True,67907.jpg
Paul Gauguin,c.1877,portrait,915.0,1129.0,328016.0,wikiart,Impressionism,Portrait of a child (Aline Gauguin),train_and_test,True,77630.jpg
Paul Gauguin,1885,landscape,920.0,1122.0,372532.0,wikiart,Impressionism,Pere Jean's Path,train_and_test,True,83611.jpg
Paul Gauguin,1882,still life,1129.0,914.0,269110.0,wikiart,Impressionism,Flowers and Japanese book,train_and_test,True,15099.jpg
Paul Gauguin,1884,cityscape,920.0,1120.0,311673.0,wikiart,Impressionism,Blue roofs of Rouen,train_and_test,True,85080.jpg
Paul Gauguin,1877,portrait,918.0,1122.0,138195.0,wikiart,Impressionism,Portrait of Ingeborg Thaulow,train_and_test,True,57674.jpg
Paul Gauguin,1885,still life,919.0,1120.0,219386.0,wikiart,Impressionism,Dahlias in a copper vase,train_and_test,True,2220.jpg
Paul Gauguin,1888,genre painting,1129.0,911.0,329934.0,wikiart,Post-Impressionism,Washerwomen,train_and_test,True,46507.jpg
Paul Gauguin,1894,cityscape,947.0,1086.0,248584.0,wikiart,Post-Impressionism,Village in the snow,train_and_test,True,37303.jpg
